Section	Item Type	Date	Title	Author	Link	Tags	Teaser
Quotes	Quotation	2011-12-29 08:50:31	Shareholder Value	Jack Welch	quotes/shareholder-value.html	value creation	On the face of it, shareholder value is the dumbest idea in the world. Shareholder value is a result, not a strategy... your main constituencies are your employees, your customers and your products. Managers and investors should not set share price increases as their overarching goal. ... Short-term profits should be allied with an increase in the long-term value of a company. 
Quotes	Quotation	2006-11-30 14:29:31	Intellectual Debate	John Stuart Mill	quotes/intellectual-debate.html	critical thinking	In all intellectual debates, both sides tend to be correct in what they affirm, and wrong in what they deny.
Quotes	Quotation	2006-11-30 14:29:32	Nirvana Antipattern	William J. Brown, Hays W. McCormick III and Scott W. Thomas	quotes/nirvana-antipattern.html	critical thinking	The typical, and primary, root cause of [the Nirvana] AntiPattern is the misguided notion that conflict is bad, and therefore should be avoided at all costs. In reality, conflict in the form of tension ... is a necessary part of any difficult task that involves intelligent people who care about their work.
Quotes	Quotation	2018-07-20 16:19:08	Civilization was a thin and precarious crust	John Maynard Keynes	quotes/civilization-was-a-thin-and-precarious-crust.html	society	We were not aware that civilization was a thin and precarious crust erected by the personality and the will of a very few, and only maintained by rules and conventions skilfully put across and guilefully preserved.
Quotes	Quotation	2010-10-26 20:04:13	The Most Dangerous of Devotions	E. O. Wilson	quotes/the-most-dangerous-of-devotions.html	humanism, religion	The most dangerous of devotions, in my opinion, is the one endemic to Christianity: <em>I was not born to be of this world.</em> With a second life waiting, suffering can be endured -- especially in other people. The natural environment can be used up. Enemies of the faith can be savaged and suicidal martyrdom praised. 
Quotes	Quotation	2017-01-13 11:51:50	The World Empire enforces World Peace	Yuval Noah Harari	quotes/the-world-empire-enforces-world-peace.html	governance, systemic	Most countries no longer engage in full-scale war for the simple reason that they are no longer independent. Though citizens in Israel, Italy, Mexico or Thailand may harbour illusions of independence, the fact is that their governments cannot conduct independent economic or foreign policies, and they are certainly incapable of initiating and conducting full-scale war on their own. As explained in Chapter 11, we are witnessing the formation of a global empire. Like previous empires, this one, too, enforces peace within its borders. And since its borders cover the entire globe, the World Empire effectively enforces world peace.
Quotes	Quotation	2009-02-04 07:47:47	The Third Place	Ray Oldenburg	quotes/the-third-place.html	connection	Most needed are those 'third places' which lend a public balance to the increased privatization of home life. Third places are nothing more than informal public gathering places. The phrase 'third places' derives from considering our homes to be the 'first' places in our lives, and our work places the 'second.'
Quotes	Quotation	2018-07-07 10:03:19	The Half-Finished Heaven	Tomas Tranströmer	quotes/the-half-finished-heaven.html	connection, wonder	Despondency breaks off its course.  Anguish breaks off its course.  The vulture breaks off its flight. The eager light streams out,  even the ghosts take a draught. And our paintings see daylight,  our red beasts of the ice-age studios. Everything begins to look around.  We walk in the sun in hundreds. Each man is a half-open door  leading to a room for everyone. The endless ground under us. The water is shining among the trees. The lake is a window into the earth.
Quotes	Quotation	2018-11-08 07:19:45	A beast or a god	Aristotle	quotes/a-beast-or-a-god.html	society	But he who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god: he is no part of a state. A social instinct is implanted in all men by nature.
Quotes	Quotation	2018-12-14 12:48:16	Amusing ourselves to death	Neil Postman	quotes/amusing-ourselves-to-death.html	written word	Our politics, religion, news, athletics, education and commerce have been transformed into congenial adjuncts of show business, largely without protest or even much popular notice. The result is that we are a people on the verge of amusing ourselves to death. 
Quotes	Quotation	2017-02-20 08:28:52	Facts are Facts	Peter Kann	quotes/facts-are-facts.html	critical thinking	Facts are facts; they are ascertainable through honest, open-minded and diligent reporting; truth is attainable by laying fact upon fact, much like the construction of a cathedral; and truth is not merely in the eye of the beholder.
Quotes	Quotation	2018-04-24 08:44:31	The best way to predict the future is to invent it	Alan Kay	quotes/the-best-way-to-predict-the-future-is-to-invent-it.html	individuals	Don't worry about what anybody else is going to do.... The best way to predict the future is to invent it. Really smart people with reasonable funding can do just about anything that doesn't violate too many of Newton’s Laws.
Quotes	Quotation	2018-08-03 11:41:40	Liberal democracy's strongest glue is economic growth	Edward Luce	quotes/liberal-democracys-strongest-glue-is-economic-growth.html	equality	We are taught to think our democracies are held together by values. Our faith in history fuels that myth. But liberal democracy's strongest glue is economic growth. When groups fight over the fruits of growth, the rules of the political game are relatively easy to uphold. When those fruits disappear, or are monopolised by a fortunate few, things turn nasty. History should have taught us that. The losers seek scapegoats. The politics of interest group management turn into a zero-sum battle over declining resources. The past also tells us to beware of the West at times of stark and growing inequality. It rarely ends well.
Quotes	Quotation	2006-11-30 14:29:31	Enemies of Art and Artist	Henry Miller	quotes/enemies-of-art-and-artist.html	art	Men are not suffering from the lack of good literature, good art, good theatre, good music, but from that which has made it impossible for these to become manifest. In short, they are suffering from the silent, shameful conspiracy (the more shameful since it is unacknowledged) which has bound them together as enemies of art and artist. They are suffering from the fact that art is not the primary moving force in their lives. They are suffering from the act, repeated daily, of keeping up the pretense that they can go their way, lead their lives, without art.
Quotes	Quotation	2010-05-26 20:36:29	Progress Depends on the Unreasonable Man	George Bernard Shaw	quotes/progress-depends-on-the-unreasonable-man.html	individuals, progress	The reasonable man adapts himself to the world: the unreasonable one persists in trying to adapt the world to himself. Therefore all progress depends on the unreasonable man.
Quotes	Quotation	2012-09-03 11:43:18	Stakeholder Capitalism	Frank W. Abrams	quotes/stakeholder-capitalism.html	governance	The job of management is to maintain an equitable and working balance among the claims of the various directly affected interest groups... stockholders, employees, customers and the public at large.
Quotes	Quotation	2007-04-10 14:52:58	The Rainbow Bridge	E. M. Forster	quotes/the-rainbow-bridge.html	connection, humanism, integral	Mature as he was, she might yet be able to help him to the building of the rainbow bridge that should connect the prose in us with the passion. Without it we are meaningless fragments, half monks, half beasts, unconnected arches that have never joined into a man. With it love is born, and alights on the highest curve, glowing against the gray, sober against the fire.
Quotes	Quotation	2006-11-30 14:29:31	Successful Planning	Dashiell Hammett	quotes/successful-planning.html	critical thinking	The outcome of successful planning always looks like luck to saps.
Quotes	Quotation	2007-10-24 18:20:11	Merely Thoroughly Outrageous	Margery Allingham	quotes/merely-thoroughly-outrageous.html	cultural evolution	He made the discovery with a certain amount of relief, since it took him at least out of the region of pure fantasy and into the merely thoroughly outrageous, with which as a modern he was by now more or less familiar. 
Quotes	Quotation	2019-01-07 09:07:37	All of us are trim tabs	Jeff Bridges	quotes/all-of-us-are-trim-tabs.html	individuals	One guy, he had nothing to do with the movies, but I've taken a lot of direction from him. That's Bucky Fuller. Bucky, he's most famous for the geodesic dome, but he made a great observation about these oceangoing tankers. And he noticed that the engineers were particularly challenged by how to turn this thing, you know? They got this big rudder, it took too much energy to turn the rudder to turn the ship. So they came up with a brilliant idea. Let's put a little rudder on the big rudder. The little rudder will turn the big rudder, the big rudder will turn the ship. The little rudder is called a trim tab. Bucky made the analogy that a trim tab is an example of how the individual is connected to society and how we affect society. And I like to think of myself as a trim tab. All of us are trim tabs. We might seem like we're not up to the task, but we are, man. We're alive! We can make a difference! We can turn this ship in the way we wanna go, man! Towards love, creating a healthy planet for all of us.
Quotes	Quotation	2009-12-21 21:51:29	Price of Success	Frank Lloyd Wright	quotes/price-of-success.html	individuals	I know the price of success: dedication, hard work and an unremitting devotion to the things you want to see happen.
Quotes	Quotation	2009-01-23 06:17:23	The Trick in Keeping Bands Together	Bruce Springsteen	quotes/the-trick-in-keeping-bands-together.html	equality	The trick in keeping bands together is always the same: 'Hey, asshole, the guy standing next to you is more important than you think he is.'
Quotes	Quotation	2006-11-30 14:29:31	Small and Obscure Deeds	Albert Schweitzer	quotes/small-and-obscure-deeds.html	individuals, progress	Of all the will toward the ideal in mankind only a small part can manifest itself in public action. All the rest of this force must be content with small and obscure deeds. The sum of these, however, is a thousand times stronger than the acts of those who receive wide public recognition. The latter, compared to the former, are like the foam on the waves of a deep ocean.
Quotes	Quotation	2006-11-30 14:29:31	Simplicity and Complexity	Albert Einstein	quotes/simplicity-and-complexity.html	science	Everything should be made as simple as possible, but no simpler.
Quotes	Quotation	2018-11-07 12:16:11	Egocentric Existence	Clare W. Graves	quotes/egocentric-existence.html	cultural evolution	Both the authoritarian and the submissive develop standards which they feel will insure them against threat, but these are very raw standards. The submissive person chooses to get away with what he can within the life style which is possible for him. The authoritarian chooses to do as he pleases. He spawns, as his raison d'être, the rights of assertive individualism. These rights become, in time, the absolute rights of kings, the unassailable prerogatives of management, the inalienable rights of those who have achieved positions of power, and even the rights of the lowly hustler to all he can hustle. This is a world of the aggressive expression of man's lusts openly and unabashedly by the 'haves,' and more covertly and deviously by the 'have nots.'
Quotes	Quotation	2018-08-12 15:08:03	If triangles had a god	Montesquieu	quotes/if-triangles-had-a-god.html	religion	If triangles had a god, they would give him three sides.
Quotes	Quotation	2008-10-19 09:17:57	All the World's Cultures Now Available to Us	Ken Wilber	quotes/all-the-worlds-cultures-now-available-to-us.html	cultural evolution	During the last 30 years, we have witnessed a historical first: all of the world's cultures are now available to us. ...for the first time, the sum total of human knowledge is available to us--the knowledge, experience, wisdom and reflection of all major human civilizations--premodern, modern and postmodern--are open to study by anyone.
Quotes	Quotation	2007-11-13 17:53:40	Progress Depends on Retentiveness	George Santayana	quotes/progress-depends-on-retentiveness.html	progress	Progress, far from consisting in change, depends on retentiveness. When change is absolute there remains no being to improve and no direction is set for possible improvement: and when experience is not retained, as among savages, infancy is perpetual. Those who cannot remember the past are condemned to repeat it.
Quotes	Quotation	2009-05-29 06:21:19	Faster Horses	Henry Ford	quotes/faster-horses.html	progress	If I had asked people what they wanted, they would have said faster horses.
Quotes	Quotation	2017-02-21 10:27:11	Independence, freedom and opportunity for every member of society	Anu Partanen	quotes/independence-freedom-and-opportunity-for-every-member-of-society.html	liberty	At the same time, the Nordic theory of love has become an overarching philosophy about how to structure a society. As such, it has inspired the broad variety of policy choices in the Nordic nations that together ensure a single, predominant goal: independence, freedom and opportunity for every member of society. 
Quotes	Quotation	2018-10-02 13:07:24	Seeking ways to disagree with myself	Yanis Varoufakis	quotes/seeking-ways-to-disagree-with-myself.html	critical thinking	It has allowed me to return to a long-lost self who once wrote in peace and quiet ... doing what I have always loved: finding ways to disagree with myself in order to discover what my true thoughts are.
Quotes	Quotation	2017-12-05 09:12:14	Books are key to understanding the world	Carl Sagan	quotes/books-are-key-to-understanding-the-world.html	written word	For 99 percent of the tenure of humans on earth, nobody could read or write. The great invention had not yet been made. Except for firsthand experience, almost everything we knew was passed on by word of mouth. As in the children's game "Telephone," over tens and hundreds of generations, information would slowly be distorted and lost. Books changed all that. Books, purchasable at low cost, permit us to interrogate the past with high accuracy; to tap the wisdom of our species; to understand the point of view of others, and not just those in power; to contemplate -- with the best teachers -- the insights, painfully extracted from Nature, of the greatest minds that ever were, drawn from the entire planet and from all of our history. They allow people long dead to talk inside our heads. Books can accompany us everywhere. Books are patient where we are slow to understand, allow us to go over the hard parts as many times as we wish, and are never critical of our lapses. Books are key to understanding the world and participating in a democratic society.
Quotes	Quotation	2017-02-16 13:25:08	Cultural, as opposed to biological, evolution	Edwin G. Pulleyblank	quotes/cultural-as-opposed-to-biological-evolution.html	cultural evolution	Our capacity, through language, to manipulate the mental world and so deal imaginatively with the world of experience has been a major factor, perhaps the major factor, in giving humans the overwhelming advantage over other species in terms of cultural, as opposed to biological, evolution. 
Quotes	Quotation	2017-04-21 08:41:53	Excitement from Art	Anthony Burgess	quotes/excitement-from-art.html	art	The excitement we derive from a work of art is mostly the excitement of seeing connections that did not exist before, of seeing quite different aspects of life unified through a pattern.
Quotes	Quotation	2018-08-03 10:53:08	The stagnation of American middle-class living standards	Ben Friedman	quotes/the-stagnation-of-american-middle-class-living-standards.html	society	I believe that the rising intolerance and incivility and the eroding generosity and openness that have marked important aspects of American society in the recent past have been, in significant part, a consequence of the stagnation of American middle-class living standards.
Quotes	Quotation	2016-11-25 19:35:31	A Progressive Annual Tax on Capital	Thomas Piketty	quotes/a-progressive-annual-tax-on-capital.html	equality, value creation	The right solution is a progressive annual tax on capital. This will make it possible to avoid an endless inegalitarian spiral while preserving competition and incentives for new instances of primitive accumulation.... This would contain the unlimited growth of global inequality of wealth, which is currently increasing at a rate that cannot be sustained in the long run and that ought to worry even the most fervent champions of the self-regulated market. Historical experience shows, moreover, that such immense inequalities of wealth have little to do with the entrepreneurial spirit and are of no use in promoting growth. Nor are they of any 'common utility,' to borrow the nice expression from the 1789 Declaration of the Rights of Man and the Citizen with which I began this book.
Quotes	Quotation	2015-03-18 18:19:43	I must study politics and war	John Adams	quotes/i-must-study-politics-and-war.html	cultural evolution, education, parenthood	I must study politics and war, that our sons may have liberty to study mathematics and philosophy. Our sons ought to study mathematics and philosophy, geography, natural history and naval architecture, navigation, commerce and agriculture in order to give their children a right to study painting, poetry, music, architecture, statuary, tapestry and porcelain.
Quotes	Quotation	2010-08-15 09:16:17	Only a Human Being	Albert Einstein	quotes/only-a-human-being.html	cultural evolution, humanism	I am by heritage a Jew, by citizenship a Swiss, and by makeup a human being, and <em>only</em> a human being, without any special attachment to any state or national entity whatsoever.
Quotes	Quotation	2018-11-15 16:24:42	To differentiate truth from falsehood	Robert B. Reich	quotes/to-differentiate-truth-from-falsehood.html	critical thinking, education	It is the civic responsibility of all of us to check the facts we read or hear, to find and depend upon reliable sources, to share the truth with others, and hold accountable those who lie to us or suppress the truth. We must also ensure that every American has sufficient education to differentiate truth from falsehood, and to think critically about what they read and see. 
Quotes	Quotation	2014-07-21 18:10:29	Politics and the Debasement of Language	George Orwell	quotes/politics-and-the-debasement-of-language.html	critical thinking, written word	A scrupulous writer, in every sentence that he writes, will ask himself at least four questions, thus: What am I trying to say? What words will express it? What image or idiom will make it clearer? Is this image fresh enough to have an effect? And he will probably ask himself two more: Could I put it more shortly? Have I said anything that is avoidably ugly? But you are not obliged to go to all this trouble. You can shirk it by simply throwing your mind open and letting the ready-made phrases come crowding in. They will construct your sentences for you -- even think your thoughts for you, to a certain extent -- and at need they will perform the important service of partially concealing your meaning even from yourself. It is at this point that the special connection between politics and the debasement of language becomes clear.
Quotes	Quotation	2008-08-05 16:02:04	An Invincible Summer	Albert Camus	quotes/an-invincible-summer.html	humanism	In the depths of winter, I finally learned that within me there lay an invincible summer.
Quotes	Quotation	2008-10-20 13:51:42	The Philosophy of Jazz	Wynton Marsalis	quotes/the-philosophy-of-jazz.html	equality, individuals, liberty	Jazz is the most flexible art form ever because it believes in the good taste of individuals. It believes in our ability to make reasonable choices. It takes a chance on our decision-making skills instead of legislating our freedom away with written restrictions and restrictive hierarchies. In jazz, the size of your heart and your ability to play determine your position in the band. The philosophy of jazz is rooted in the elevation and enrichment of people, plain ol' folks.
Quotes	Quotation	2016-11-21 09:31:09	Myths are stronger than anyone could have imagined	Yuval Noah Harari	quotes/myths-are-stronger-than-anyone-could-have-imagined.html	cultural evolution, stories	Myths, it transpired, are stronger than anyone could have imagined. When the Agricultural Revolution opened opportunities for the creation of crowded cities and mighty empires, people invented stories about great gods, motherlands and joint stock companies to provide the needed social links. While human evolution was crawling at its usual snail's pace, the human imagination was building astounding networks of mass cooperation, unlike any other ever seen on earth.
Quotes	Quotation	2017-02-17 12:36:00	Capitalists who worship only at the feet of capitalism	Herb Bowie	quotes/capitalists-who-worship-only-at-the-feet-of-capitalism.html	value creation	Democratic capitalism is a wonderful device precisely because it maximizes the ability of individuals within society to singly and collectively pursue the ends that <em>they</em> find to be important and meaningful; the accomplishments of a capitalistic society are noble and grand to the extent that the ends pursued by its individuals aspire to these lofty goals, and bereft to the extent that the intentions of its citizens are mean and unworthy; nothing makes capitalism appear more hollow than capitalists who worship only at the feet of capitalism: they are like workmen who have fallen in love with their tools, while blind to the glories of the cathedrals these tools have built and can yet build. 
Quotes	Quotation	2007-02-11 09:42:57	The Beautiful, the Good and the True	Ken Wilber	quotes/the-beautiful-the-good-and-the-true.html	integral	If you are talking to me about your new car, you are the first person, I am the second person, and the car is the third person. These pronouns actually represent three perspectives that human beings can take when they talk about the world or attempt to know the world.... The fascinating part is that these three perspectives might actually give rise to art, morals, and science. Or the Beautiful, the Good, and the True: the Beauty that is in the eye (or the I) of the beholder; the Good or moral actions that can exist between you and me as a we; and the objective Truth about third-person objects (or its) that you and I might discover: hence, art (I), morals (we), and science (it).
Quotes	Quotation	2006-12-02 12:08:20	Ancient ethnic sores belching fire	Don Beck and Chris Cowan	quotes/ancient-ethnic-sores-belching-fire.html	cultural evolution, diversity, systemic	The complications of this diversity can be overwhelming. Ancient ethnic sores are belching fire while transnational companies linked by satellites conduct their business oblivious to the feudal past below.
Quotes	Quotation	2011-04-22 06:04:28	Mysticism has kept men sane	G. K. Chesterton	quotes/mysticism-has-kept-men-sane.html	wonder	The truth is that Tolstoy, with his immense genius, with his colossal faith, with his vast fearlessness and vast knowledge of life, is deficient in one faculty and one faculty alone. He is not a mystic; and therefore he has a tendency to go mad. Men talk of the extravagances and frenzies that have been produced by mysticism; they are a mere drop in the bucket. In the main, and from the beginning of time, mysticism has kept men sane. The thing that has driven them mad was logic. ...The only thing that has kept the race of men from the mad extremes of the convent and the pirate-galley, the night-club and the lethal chamber, has been mysticism-- the belief that logic is misleading, and that things are not what they seem.
Quotes	Quotation	2013-03-21 18:27:09	This dear fucked-up planet	Henry Miller	quotes/this-dear-fucked-up-planet.html	connection, love, progress	What are we here for if not to enjoy life eternal, solve what problems we can, give light, peace and joy to our fellow-man, and leave this dear fucked-up planet a little healthier than when we were born?
Quotes	Quotation	2018-11-15 16:24:42	The institution of the family	Daniel Patrick Moynihan	quotes/the-institution-of-the-family.html	parenthood	The institution of the family is decisive in determining not only if a person has the capacity to love another individual but in the larger social sense whether he is capable of loving his fellow men collectively. The whole of society rests on this foundation for stability, understanding and social peace.
Quotes	Quotation	2008-01-25 08:18:43	Work, Soul and Life	Albert Camus	quotes/work-soul-and-life.html	value creation	Without work, all life goes rotten. But when work is soulless, life stifles and dies.
Quotes	Quotation	2017-05-22 15:02:48	Living happily ever after	Bob Mandel	quotes/living-happily-ever-after.html	mission	Living happily ever after is not the end of a fairy tale. It is the common purpose that all life seeks. 
Quotes	Quotation	2018-11-15 16:24:42	Set off from the rest by a line drawn	Walt Whitman	quotes/set-off-from-the-rest-by-a-line-drawn.html	equality	Of all dangers to a nation, as things exist in our day, there can be no greater one than having certain portions of the people set off from the rest by a line drawn -- they not privileged as others, but degraded, humiliated, made of no account.
Quotes	Quotation	2007-10-08 19:40:58	Apes and Humans	Carl Sagan and Ann Druyan	quotes/apes-and-humans.html	evolution, humanism, science	Philosophers and scientists confidently offer up traits said to be uniquely human, and the apes casually knock them down -- toppling the pretension that humans constitute some sort of biological aristocracy among the beings of Earth. Instead, we are more like the nouveau riche, incompletely accommodated to our recent exalted state, insecure about who we are, and trying to put as much distance as possible between us and our humble origins.
Quotes	Quotation	2006-11-30 14:29:32	The Change Dilemma	Sydney Harris	quotes/the-change-dilemma.html	progress	Our dilemma is that we hate change and love it at the same time; what we really want is for things to remain the same but get better.
Quotes	Quotation	2018-11-15 16:24:42	Public morality	Robert B. Reich	quotes/public-morality.html	connection, democracy, diversity, equality, love, society	Moral guidance about what is right or decent can be found both in religious teachings and in our contemporary understanding of what we owe one another as members of the same society. As I have suggested, they overlap. A public morality that protects our democratic institutions, cherishes the truth, accepts our differences, ensures equal rights and equal opportunity, and invites passionate enagement in our civic life gives our own lives deeper meaning. It enlarges our capacities for attachment and love. It informs our sense of honor and shame. It equips us to be virtuous citizens. 
Quotes	Quotation	2016-12-04 10:38:38	Why study history?	Yuval Noah Harari	quotes/why-study-history.html	cultural evolution	So why study history? Unlike physics or economics, history is not a means for making accurate predictions. We study history not to know the future but to widen our horizons, to understand that our present situation is neither natural nor inevitable, and that we consequently have many more possibilities before us than we imagine.
Quotes	Quotation	2017-02-26 13:10:02	Thralls to group instincts	Walter Mosley	quotes/thralls-to-group-instincts.html	cultural evolution	Maybe bees and ants don't mind being thralls to group instincts but people, I feel, do. And so the question that human beings must ask is, "How do I live my own life and survive, even prosper, while sharing the load of the greater culture?"
Quotes	Quotation	2018-07-07 09:13:08	People are finally finding out that the guy next door isn't a bad egg	Robert Riskin	quotes/people-are-finally-finding-out-that-the-guy-next-door-isnt-a-bad-egg.html	connection, society	You mean to tell me you'd try to kill the John Doe movement if you can't use it to get what you want? Well, that certainly is a new low. You sit there with your big cigars and think of deliberately killing an idea that has made millions of people a little bit happier. Why look, I'm just a mug and I know it -- but I'm beginning to understand a lot of things. Why, your types are as old as history! If you can't lay your dirty fingers on a decent idea and twist it and squeeze it and stuff it into your own pocket, you slap it down! Like dogs, if you can't eat something -- you bury it! Why, this is the one worthwhile idea that's come along! People are finally finding out that the guy next door isn't a bad egg. That's simple, isnt it? And yet a thing like that has got a chance to spread till it touches every last doggone human being in the world -- and you talk about killing it! Well, when this fire dies down what's going to be left? More misery! More hunger and more hate! And what's to prevent that from starting all over again? Nobody knows the answer to that one. The John Doe idea may be the answer though, it may be the one thing capable of saving this cockeyed world, yet you sit back there on your fat hulks and tell me you'll kill it if you can't use it! Well, you go ahead and try -- you couldn't do it in a million years with all your radio stations, and all your power. -- Down-and-out pitcher Long John Willoughby to industrialist D.B. Norton
Quotes	Quotation	2007-02-11 09:48:55	An Integral God	Ken Wilber	quotes/an-integral-god.html	integral, religion	An archaic God sees divinity in any strong instinctual force. A magic God locates divine power in the human ego and its magical capacity to change the animistic world with rituals and spells. A mythic God is located not on this earth but in a heavenly paradise not of this world, entrance to which is gained by living according to the covenants and rules given by this God to his peoples. A mental God is a rational God, a demythologized Ground of Being that underlies all forms of existence. And an integral God is one that embraces all of the above.
Quotes	Quotation	2015-08-30 14:24:57	Great minds discuss ideas	Eleanor Roosevelt	quotes/great-minds-discuss-ideas.html	critical thinking	Great minds discuss ideas, average ones discuss events, and small minds discuss people.
Quotes	Quotation	2017-02-26 13:01:51	This faith in consciousness	Walter Mosley	quotes/this-faith-in-consciousness.html	critical thinking	We are ambivalent, combative, stubborn, wildly changeable beings that have the natural schizophrenic facility to love and hate at the same time. We respond, with Pavlovian predictability, to invisible forces such as the economic infrastructure, ever-changing technology, and unconscious instincts, all the while believing that we are fully conscious beings making decisions based on logic arisen from observations informed by eternal truths. This faith in consciousness is, in the mildest language possible, misplaced.
Quotes	Quotation	2008-11-02 09:33:08	Little I recognized as music	Joe Boyd	quotes/little-i-recognized-as-music.html	art	Thirty years after Brighton, I walked sadly away from the New Orleans Jazz &amp; Heritage Fair. It was everything my twenty-one-year-old self might have dreamed of: 75,000 people packed into the Fairgrounds, with NPR-subscriber bags holding expertly marked programmes. America's black musical heritage was on parade across two long weekends and eight stages. But the audience was almost entirely white. The performers had learned their lessons, dropping any modernizations or slick showbiz gestures and recreating the old-time styles the sophisticated audiences craved. On one level, it demonstrated respect for a deep culture and a rejection of shallow novelty. But removed from the soil in which it grew the music felt lifeless, like actors portraying characters who happened to be their younger selves. In two days wandering from stage to stage, I heard little I recognized as music.
Quotes	Quotation	2013-12-12 09:11:11	Myth-Makers	Kurt Vonnegut	quotes/myth-makers.html	stories, written word	It's only recently that I've come to understand that writers are not marginal to our society, that they, in fact, do all our thinking for us, that we are writing myths and our myths are believed, and that old myths are believed until someone writes a new one. ... I think writers should be more responsible than they are, as we've imagined for a long time that it really doesn't matter what we say. . . . I think it's a beginning for authors to acknowledge that they are myth-makers and that if they are widely read, will have an influence that will last for many years -- I don't think that there's a strong awareness of that now, and we have such a young culture that there is an opportunity to contribute wonderful new myths to it, which will be accepted.
Quotes	Quotation	2008-10-07 18:07:48	The Power of Art	Wynton Marsalis	quotes/the-power-of-art.html	art, progress	When I started learning about jazz, I wasn't into any kind of art. I had no idea it could have a practical purpose. Now, more than thirty years later, I testify to the power of art, and more specifically jazz, to improve your life--and keep on improving it.
Quotes	Quotation	2018-07-09 11:55:25	To live wisely and agreeably and well	John Maynard Keynes	quotes/to-live-wisely-and-agreeably-and-well.html	equality	Thus for the first time since his creation man will be faced with his real, his permanent problem -- how to use his freedom from pressing economic cares, how to occupy the leisure, which science and compound interest will have won for him, to live wisely and agreeably and well.
Quotes	Quotation	2017-06-07 08:15:41	Couldn’t everyone’s life become a work of art?	Michel Foucault	quotes/couldnt-everyones-life-become-a-work-of-art.html	art	What strikes me is the fact that in our society, art has become something which is related only to objects and not to individuals, or to life. That art is something which is specialized or which is done by experts who are artists. But couldn't everyone's life become a work of art? Why should the lamp or the house be an art object, but not our life?
Quotes	Quotation	2018-11-13 15:43:26	Man must believe in an open future	Colin Wilson	quotes/man-must-believe-in-an-open-future.html	liberty, mission	Man's freedom is a reality -- a reality that makes a difference to his physical, as well as his mental health. When Frankl's prisoners ceased to believe in the possibility of freedom, they grew sick and died. On the other hand, when they saw that Dachau had no chimney, standing out all night in the rain seemed no great hardship; they laughed and joked. The conclusion needs to be stated in letters ten feet high. In order to realise his possibilities, man must believe in an open future; he must have a vision of something worth doing. And this will not be possible until all the determinism and pessimism that we have inherited from the 19th century -- and which has infected every department of our culture, from poetry to atomic physics -- has been dismissed as fallacious and illogical. 
Quotes	Quotation	2018-06-21 11:01:46	Walter Reuther and the Ford Robots	Walter Reuther	quotes/walter-reuther-and-the-ford-robots.html	progress	Walter Reuther, the pioneer UAW organizer, told the story of a conversation with a Ford executive who was showing Reuther his new factory robots. "How are you going to collect union dues from all these machines?" he asked. Reuther said he replied, "You know, that is not what's bothering me. I'm troubled by the problem of how to sell automobiles to them."
Quotes	Quotation	2018-04-24 08:33:37	Governance is essential	Tim O'Reilly	quotes/governance-is-essential.html	governance	The simple maps of idealized markets leave out many real-world details that must be dealt with in order for the market to actually function properly. Governance is essential. 
Quotes	Quotation	2016-11-11 10:07:21	History is something very few people have been doing	Yuval Noah Harari	quotes/history-is-something-very-few-people-have-been-doing.html	cultural evolution	These forfeited food surpluses fuelled politics, wars, art and philosophy. They built palaces, forts, monuments and temples. Until the late modern era, more than 90 per cent of humans were peasants who rose each morning to till the land by the sweat of their brows. The extra they produced fed the tiny minority of elites -- kings, government officials, soldiers, priests, artists and thinkers -- who fill the history books. History is something that very few people have been doing while everyone else was ploughing fields and carrying water buckets.
Quotes	Quotation	2018-08-03 10:42:44	The yen to work drops in flat economies	Edward Luce	quotes/the-yen-to-work-drops-in-flat-economies.html	society, value creation	Writing in the 1950s, Daniel Bell, the great American sociologist, said 'economic growth has become the secular religion of advancing industrial societies'. He was right. It follows that in its absence, many people lapse into the equivalent of atheism. That sense of listlessness shows up in many ways. In the labour market, it means falling rates of workforce participation. Much as the desire to worship falls in agnostic societies, the yen to work drops in flat economies. In the last decade, America's share of people in full-time jobs has dropped to European levels, which used to be written off as a sclerotic consequence of the continent's over-regulated labour markets. Now the US rate is bang on the European average. In some respects it is worse. There is now a higher share of French males in full-time jobs than Americans -- a statistic that reflects poorly on America, rather than well on France. 
Quotes	Quotation	2014-07-16 20:05:36	The Other Side of Complexity	Oliver Wendell Holmes	quotes/the-other-side-of-complexity.html	critical thinking	I would not give a fig for the simplicity this side of complexity, but I would give my life for the simplicity on the other side of complexity.
Quotes	Quotation	2015-03-21 11:15:56	People ask me to predict the future	Ray Bradbury	quotes/people-ask-me-to-predict-the-future.html	individuals, progress	People ask me to predict the future, when all I want to do is prevent it. Better yet, build it. Predicting the future is much too easy, anyway. You look at the people around you, the street you stand on, the visible air you breathe, and predict more of the same. To hell with more. I want better.
Quotes	Quotation	2018-01-16 07:50:36	You have your position because of the events of history	Martin Luther King Jr.	quotes/you-have-your-position-because-of-the-events-of-history.html	connection, cultural evolution	No matter where you stand, no matter how much popularity you have, no matter how much education you have, no matter how much money you have, you have it because somebody in this universe helped you to get it. And when you see that, you can't be arrogant, you can't be supercilious. You discover that you have your position because of the events of history and because of individuals in the background making it possible for you to stand there.
